rank,name,net_worth (in billion $),age,country / territory,source,industry
1647.00,Benjamin Zhengmin Pan & family,1.8,53,China,Electronics,Technology
1647.00,Tran Dinh Long,1.8,62,Vietnam,Steel,Manufacturing
1647.00,Zhang Li,1.8,70,China,Real estate,Real Estate
1647.00,Will Adderley,1.8,51,United Kingdom,Home furnishings,Fashion & Retail
1647.00,Diao Zhizhong,1.8,59,China,Software,Technology
1647.00,Joe Lacob,1.8,67,United States,Golden State Warriors,Sports
1647.00,Nihat Ozdemir,1.8,72,Turkey,Diversified,Diversified
1647.00,Jim Thompson,1.8,83,United States,Logistics,Logistics
1647.00,Alan Zekelman,1.8,60,Canada,Steel,Manufacturing
1647.00,Parker Conrad,1.8,42,United States,Software,Technology
1647.00,Lei Jin,1.8,57,China,Pharmaceuticals,Healthcare
1647.00,Adriaan Mol,1.8,39,Netherlands,Fintech,Technology
1647.00,Shen Xiqiang & family,1.8,75,China,Chemical,Energy
1647.00,Thomas Wu,1.8,72,Taiwan,Finance,Finance & Investments
1647.00,Binod Chaudhary,1.8,67,Nepal,Diversified,Diversified
1647.00,Yintai Jiang & family,1.8,72,China,Auto parts,Automotive
1647.00,David Mindus,1.8,51,Sweden,Real estate,Real Estate
1647.00,Genhuo Shao,1.8,57,China,Agribusiness,Food & Beverage
1647.00,Kie Chie Wong,1.8,75,Malaysia,Investments,Metals & Mining
1647.00,Tim Cook,1.8,62,United States,Apple,Technology
1647.00,Jin Lei & family,1.8,68,China,Medical equipment,Healthcare
1647.00,Mofatraj Munot,1.8,78,India,Real estate,Real Estate
1647.00,S.D. Shibulal,1.8,68,India,Software services,Technology
1647.00,Wu Yingming,1.8,56,China,Batteries,Energy
1725.00,Marek Dospiva,1.7,53,Czech Republic,Investments,Finance & Investments
1725.00,Hal Jackman,1.7,90,Canada,"Insurance, investments",Finance & Investments
1725.00,Xuhui Li,1.7,54,China,Soy sauce,Food & Beverage
1725.00,Brian Roberts,1.7,63,United States,Comcast,Media & Entertainment
1725.00,Ian Wood & family,1.7,80,United Kingdom,Energy services,Energy
1725.00,Zhang Xiaojuan,1.7,53,China,Logistics,Logistics
1725.00,Keith Dunleavy & family,1.7,53,United States,Health IT,Healthcare
1725.00,Pavan Jain,1.7,71,India,Chemicals,Manufacturing
1725.00,Jimmy John Liautaud,1.7,59,United States,Sandwich chain,Food & Beverage
1725.00,"Joe Rogers, Jr.",1.7,76,United States,Waffle House,Food & Beverage
1725.00,Wu Lanlan & family,1.7,49,China,Packaging,Manufacturing
1725.00,Zheng Xiaodong,1.7,59,China,Manufacturing,Manufacturing
1725.00,John Elkann,1.7,47,Italy,"FIAT, investments",Finance & Investments
1725.00,Keeree Kanjanapas,1.7,72,Thailand,Transportation,Real Estate
1725.00,Lin Lairong & family,1.7,54,China,Iron ore mining,Metals & Mining
1725.00,Ruan Shuilong & family,1.7,87,China,Chemicals,Manufacturing
1725.00,Xu Bingzhong,1.7,49,China,Bars,Food & Beverage
1725.00,Zhong Ruonong & family,1.7,60,China,Electronics,Manufacturing
1725.00,Jim Breyer,1.7,61,United States,Venture capital,Technology
1725.00,William Heinecke,1.7,73,Thailand,Hotels,Real Estate
1725.00,Lau Cho Kun,1.7,87,Malaysia,"Palm oil, property",Diversified
1725.00,Dragos Paval,1.7,56,Romania,Retail,Fashion & Retail
1725.00,Wang Chou-hsiong,1.7,82,Taiwan,Footwear,Manufacturing
1725.00,David Booth,1.7,77,United States,Mutual funds,Finance & Investments
1725.00,He Zhaoxi,1.7,49,China,Software,Technology
1725.00,Lai Jianfa,1.7,53,China,Express delivery,Logistics
1725.00,Mrudula Parekh,1.7,75,India,Adhesives,Manufacturing
1725.00,Kenneth Tuchman,1.7,63,United States,Call centers,Service
1725.00,Bang Si-hyuk,1.7,50,South Korea,Entertainment,Media & Entertainment
1725.00,Gerry Harvey,1.7,83,Australia,Retail,Fashion & Retail
1725.00,Edward Kwok,1.7,42,Hong Kong,Real estate,Real Estate
1725.00,Alberto Palatchi,1.7,73,Spain,Wedding dresses,Fashion & Retail
1725.00,Jonathan Tisch,1.7,69,United States,"Insurance, NFL team",Diversified
1725.00,Lesley Bamberger,1.7,57,Netherlands,Real estate,Real Estate
1725.00,Alexandre Grendene Bartelle,1.7,73,Brazil,Shoes,Fashion & Retail
1725.00,Christopher Kwok,1.7,37,Hong Kong,Real estate,Real Estate
1725.00,Meng Qingshan & family,1.7,74,China,Chemicals,Manufacturing
1725.00,Alain Taravella,1.7,75,France,Real estate development,Real Estate
1725.00,Giovanni Arvedi,1.7,85,Italy,Steel,Metals & Mining
1725.00,John Goff,1.7,67,United States,Real estate,Real Estate
1725.00,Mustafa Kucuk,1.7,59,Turkey,Fashion retail,Fashion & Retail
1725.00,Ilson Mateus & family,1.7,60,Brazil,Supermarkets,Fashion & Retail
1725.00,Sun Huaiqing & family,1.7,53,China,Cosmetics,Fashion & Retail
1725.00,Marc Andreessen,1.7,51,United States,Venture capital investing,Finance & Investments
1725.00,Rolf Gerling,1.7,68,Germany,Insurance,Finance & Investments
1725.00,Kim Jung-youn,1.7,19,South Korea,Online gaming,Media & Entertainment
1725.00,Yusaku Maezawa,1.7,47,Japan,Online retail,Technology
1725.00,Rajju Shroff,1.7,89,India,Agrochemicals,Manufacturing
1725.00,Amy Adams Strunk,1.7,67,United States,Tennessee Titans,Sports
1725.00,Mario Gabelli,1.7,81,United States,Money management,Finance & Investments
1725.00,Kim Jung-min,1.7,21,South Korea,Online gaming,Media & Entertainment
1725.00,Duncan MacMillan,1.7,85,United States,Bloomberg LP,Finance & Investments
1725.00,Keiichi Shibahara,1.7,58,Japan,Healthcare,Healthcare
1725.00,David Zalik,1.7,49,United States,Financial technology,Technology
1725.00,Yasuhiro Fukushima,1.7,75,Japan,Video games,Media & Entertainment
1725.00,Kim Chang-soo,1.7,62,South Korea,Apparel,Fashion & Retail
1725.00,Palmer Luckey,1.7,30,United States,Virtual reality,Technology
1725.00,Ivan Savvidis & family,1.7,64,Russia,Agribusiness,Diversified
1725.00,Vladimir Yevtushenkov,1.7,74,Russia,"Telecom, investments",Telecom
1725.00,Francois Feuillet & family,1.7,74,France,"Motorhomes, RVs",Automotive
1725.00,Osman Kibar,1.7,52,United States,Biotech,Healthcare
1725.00,Lu Di,1.7,N/A,China,Drones,Technology
1725.00,Paul Saville,1.7,67,United States,Homebuilder,Real Estate
1725.00,Yang Xuegang,1.7,58,China,Coking,Manufacturing
1725.00,Kommer Damen,1.7,79,Netherlands,Shipbuilding,Manufacturing
1725.00,Ilkka Herlin,1.7,64,Finland,"Elevators, escalators",Manufacturing
1725.00,Lei Jufang,1.7,70,China,Pharmaceuticals,Healthcare
1725.00,Dmitry Pumpyansky,1.7,59,Russia,Steel pipes,Metals & Mining
1725.00,Tom Werner,1.7,72,United States,Sports teams,Sports
1725.00,Chen Kaichen,1.7,N/A,China,Household chemicals,Manufacturing
1725.00,Jay Hennick,1.7,66,Canada,Real estate finance,Finance & Investments
1725.00,Alexis Lê-Quôc,1.7,48,United States,Cloud computing,Technology
1725.00,Jorge Perez,1.7,73,United States,Real estate,Real Estate
1725.00,Wang Minwen,1.7,59,China,Semiconductor,Technology
1725.00,Carl DeSantis,1.7,83,United States,Energy drink,Food & Beverage
1725.00,Asok Kumar Hiranandani,1.7,68,Singapore,Real estate,Real Estate
1725.00,James Leininger,1.7,78,United States,Medical products,Healthcare
1725.00,Jinsheng Ren & family,1.7,60,China,Pharmaceutical,Healthcare
1725.00,Stephen Winn,1.7,76,United States,Real estate services,Real Estate
1804.00,Gao Yi & family,1.6,54,China,Pharmaceuticals,Healthcare
1804.00,William Koch,1.6,82,United States,"Oil, investments",Energy
1804.00,Massimo Moratti,1.6,77,Italy,Oil refinery,Energy
1804.00,Peter Sperling,1.6,63,United States,Education,Service
1804.00,Anthony Wood,1.6,57,United States,Roku,Technology
1804.00,Chen Yung-tai,1.6,87,Taiwan,Real estate,Real Estate
1804.00,Giammaria Giuliani,1.6,45,Switzerland,Pharmaceuticals,Healthcare
1804.00,Pyotr Kondrashev,1.6,73,Russia,Investments,Manufacturing
1804.00,Liora Ofer,1.6,69,Israel,Investments,Finance & Investments
1804.00,Laurie Tisch,1.6,72,United States,"Insurance, NFL team",Diversified
1804.00,Wu Ying,1.6,58,China,Materials,Manufacturing
1804.00,Chey Tae-won,1.6,62,South Korea,"Oil, semiconductor",Technology
1804.00,Bill Gross,1.6,78,United States,Investments,Finance & Investments
1804.00,Eiichi Kuriwada,1.6,76,Japan,Package delivery,Logistics
1804.00,Stefan Pierer,1.6,66,Austria,Automotive,Automotive
1804.00,Steven Tisch,1.6,74,United States,Insurance,Diversified
1804.00,Wu Yulan,1.6,53,China,Pharmaceuticals,Healthcare
1804.00,Christian Birkenstock,1.6,50,Germany,Shoes,Fashion & Retail
1804.00,Alfredo Egydio Arruda Villela Filho,1.6,53,Brazil,Banking,Finance & Investments
1804.00,Zhaobai Jiang,1.6,59,China,Real estate,Real Estate
1804.00,Vincent Lo,1.6,75,Hong Kong,Real estate,Real Estate
1804.00,Yuri Shefler,1.6,55,Russia,Alcohol,Food & Beverage
1804.00,Dan Wilks,1.6,66,United States,Natural gas,Energy
1804.00,Zeng Kaitian,1.6,48,China,Online games,Technology
1804.00,Alex Birkenstock,1.6,54,Germany,Shoes,Fashion & Retail
1804.00,Daniel Dines,1.6,51,Romania,Software,Technology
1804.00,Tianjiang Jia & family,1.6,60,China,Non-ferrous metals,Metals & Mining
1804.00,Liang Qin & family,1.6,51,China,Semiconductor devices,Technology
1804.00,Shang Xiaobo & family,1.6,49,China,Manufacturing,Manufacturing
1804.00,Scott Watterson,1.6,67,United States,Fitness equipment,Technology
1804.00,Yu Lili,1.6,55,China,Electronic components,Manufacturing
1804.00,Bai Baokun,1.6,53,China,Hardware,Manufacturing
1804.00,Jamie Dimon,1.6,67,United States,Banking,Finance & Investments
1804.00,Hui Lin Chit,1.6,69,China,Hygiene products,Manufacturing
1804.00,Li Weiwei,1.6,46,China,Online games,Technology
1804.00,Sathien Setthasit,1.6,68,Thailand,Energy drinks,Food & Beverage
1804.00,Ning Wang & family,1.6,36,China,Toys,Media & Entertainment
1804.00,Yi Dasheng,1.6,62,China,Conglomerate,Diversified
1804.00,Louis Bacon,1.6,66,United States,Hedge funds,Finance & Investments
1804.00,Norbert Dentressangle,1.6,68,France,"Transport, logistics",Logistics
1804.00,Stanley Hubbard,1.6,89,United States,DirecTV,Media & Entertainment
1804.00,Li Wa,1.6,57,Hong Kong,Real estate,Real Estate
1804.00,Andres Santo Domingo,1.6,44,United States,Beer,Food & Beverage
1804.00,Wang Changtian,1.6,57,China,"TV, movie production",Media & Entertainment
1804.00,Ye Fan & family,1.6,52,China,Auto dealerships,Automotive
1804.00,Clifford Asness,1.6,56,United States,Money management,Finance & Investments
1804.00,Jim Crane,1.6,69,United States,"Logistics, baseball",Sports
1804.00,David Hoffmann,1.6,70,United States,"Executive search, investments",Diversified
1804.00,Li Sze Lim,1.6,66,Hong Kong,Real estate,Real Estate
1804.00,Juan Maria Riberas Mera,1.6,54,Spain,"Steel, investments",Metals & Mining
1804.00,Chris Wallin,1.6,70,Australia,Mining,Energy
1804.00,Steven Meng Yang & family,1.6,40,China,Electronics,Technology
1804.00,Vasily Anisimov,1.6,71,Russia,Real estate,Metals & Mining
1804.00,Tench Coxe,1.6,65,United States,Venture capital,Finance & Investments
1804.00,Ilona Herlin,1.6,58,Finland,"Elevators, escalators",Manufacturing
1804.00,Lee Yeow Seng,1.6,45,Malaysia,"Palm oil, property",Real Estate
1804.00,Francisco Jose Riberas Mera,1.6,58,Spain,"Steel, autoparts",Manufacturing
1804.00,Sekar Vembu,1.6,51,India,Business software,Technology
1804.00,George Yancopoulos,1.6,63,United States,Pharmaceuticals,Healthcare
1804.00,"Herbert Allen, Jr. & family",1.6,83,United States,Investment banking,Finance & Investments
1804.00,Jack Cockwell,1.6,82,Canada,"Real estate, private equity",Finance & Investments
1804.00,Timothy Headington,1.6,72,United States,"Oil & gas, investments",Energy
1804.00,Marianna Latsis & family,1.6,70,Greece,"Banking, shipping",Diversified
1804.00,Michael Polsky,1.6,74,United States,Electric power,Energy
1804.00,Tseng Sing-ai,1.6,N/A,Taiwan,Petrochemicals,Manufacturing
1804.00,Xue Xiangdong & family,1.6,64,China,Software,Technology
1804.00,Syed Mokhtar AlBukhary,1.6,71,Malaysia,"Engineering, automotive",Construction & Engineering
1804.00,Robert Clark,1.6,64,United States,Construction,Construction & Engineering
1804.00,Irving Grousbeck & family,1.6,88,United States,"Telecommunication, sports",Sports
1804.00,Anthony Langley,1.6,68,United Kingdom,Manufacturing,Diversified
1804.00,"Reinfried Pohl, Jr.",1.6,63,Germany,Mutual funds,Finance & Investments
1804.00,August Troendle,1.6,67,United States,Pharmaceutical services,Healthcare
1804.00,Xiang Guangming & family,1.6,59,China,Waste disposal,Manufacturing
1804.00,Noubar Afeyan,1.6,60,United States,Biotech,Healthcare
1804.00,Ivan Chrenko,1.6,55,Slovakia,Real estate,Real Estate
1804.00,Sue Gross,1.6,73,United States,Investments,Finance & Investments
1804.00,Robert Langer,1.6,74,United States,Biotech,Healthcare
1804.00,Andreas Pohl,1.6,58,Germany,Mutual funds,Finance & Investments
1804.00,Michael Tojner,1.6,57,Austria,"Batteries, investments",Manufacturing
1804.00,Zhongyi Wu,1.6,49,China,electronics,Technology
1804.00,Cai Huabo,1.6,47,China,Electronics,Technology
1804.00,"William Foley, II.",1.6,78,United States,Financial services,Finance & Investments
1804.00,Kim Jae-young,1.6,N/A,South Korea,Online games,Media & Entertainment
1804.00,Jim McKelvey,1.6,57,United States,Mobile payments,Technology
1804.00,Ryan Smith,1.6,44,United States,Cloud computing,Technology
1804.00,Bruce Wilson,1.6,76,Australia,Retailing,Fashion & Retail
1804.00,Yubai Zhang,1.6,58,China,Wine,Food & Beverage
1804.00,Josef Boquoi & family,1.6,89,Germany,Frozen foods,Food & Beverage
1804.00,Gary Fegel,1.6,49,Switzerland,"Commodities, investments",Metals & Mining
1804.00,Sergei Katsiev,1.6,65,Russia,"Retail, wholesale",Fashion & Retail
1804.00,Terence (Terry) Matthews,1.6,80,Canada,Telecom,Telecom
1804.00,Evgeny (Eugene) Shvidler,1.6,59,United States,"Metals, investments",Metals & Mining
1804.00,Alan Wilson,1.6,82,Australia,Retailing,Fashion & Retail
1804.00,Zhang Xuexin & family,1.6,75,China,Aluminum,Metals & Mining
1804.00,Chen Tianshi,1.6,38,China,Semiconductors,Technology
1804.00,Richard Fortin,1.6,74,Canada,Convinience stores,Fashion & Retail
1804.00,Randal J. Kirk,1.6,69,United States,Pharmaceuticals,Healthcare
1804.00,P.N.C. Menon,1.6,74,Oman,Real estate,Real Estate
1804.00,Zakhar Smushkin,1.6,61,Russia,"Pulp and paper, diversified",Diversified
1804.00,John Wilson,1.6,85,Australia,Retailing,Fashion & Retail
1804.00,Fredrik Österberg,1.6,52,Sweden,Gambling products,Gambling & Casinos
1905.00,Shiv Kishan Agrawal,1.5,82,India,Snacks,Food & Beverage
1905.00,Chang Kuo-Hua,1.5,68,Taiwan,"Shipping, airlines",Logistics
1905.00,Kenneth Hao,1.5,54,United States,Private equity,Finance & Investments
1905.00,Spiro Latsis & family,1.5,76,Greece,"Banking, shipping",Diversified
1905.00,Greg Mondre,1.5,48,United States,Private equity,Finance & Investments
1905.00,Carlos Rodriguez-Pastor,1.5,63,Peru,Finance,Finance & Investments
1905.00,Kevin Systrom,1.5,39,United States,Instagram,Technology
1905.00,Yuequn Tao,1.5,63,China,Contact Lens,Fashion & Retail
1905.00,Aziz Akhannouch & family,1.5,62,Morocco,"Petroleum, diversified",Diversified
1905.00,Chu Jian,1.5,60,China,Manufacturing,Manufacturing
1905.00,Jaroslav Hascak & family,1.5,53,Slovakia,Investments,Finance & Investments
1905.00,Peter Leibinger,1.5,56,Germany,Machine tools,Manufacturing
1905.00,Mario Moretti Polegato & family,1.5,70,Italy,Shoes,Fashion & Retail
1905.00,Christopher Rokos,1.5,52,United Kingdom,Hedge fund,Finance & Investments
1905.00,Tan Lili,1.5,N/A,China,Feed,Food & Beverage
1905.00,David Teoh,1.5,67,Australia,Telecom,Telecom
1905.00,Justin Yuan,1.5,N/A,China,Online games,Media & Entertainment
1905.00,Hamdi Akin & family,1.5,68,Turkey,Diversified,Diversified
1905.00,Sandor Csanyi,1.5,70,Hungary,"Finance, real estate",Diversified
1905.00,He Zhenggang,1.5,69,China,Chemicals,Manufacturing
1905.00,Regine Leibinger,1.5,60,Germany,Machine tools,Manufacturing
1905.00,Robert Mouawad,1.5,78,Lebanon,Fine jewelry,Service
1905.00,John Ruiz,1.5,56,United States,Healthcare services,Service
1905.00,Tang Binsen,1.5,40,China,Beverages,Food & Beverage
1905.00,Carmen Thyssen,1.5,79,Spain,"Investments, art",Manufacturing
1905.00,Zhang Bangxin,1.5,43,China,Education,Service
1905.00,Paolo Bulgari,1.5,85,Italy,Luxury goods,Fashion & Retail
1905.00,G. Gnanalingam,1.5,78,Malaysia,Ports,Logistics
1905.00,Kim Jun-ki,1.5,78,South Korea,Diversified,Diversified
1905.00,Lu Zongjun,1.5,59,China,Logistics,Logistics
1905.00,Karl-Johan Persson,1.5,48,Sweden,H&M,Fashion & Retail
1905.00,Axel Stawski,1.5,72,United States,Real estate,Real Estate
1905.00,Xu Zhenhua,1.5,N/A,China,Online games,Media & Entertainment
1905.00,Zadik Bino & family,1.5,79,Israel,"Banking, oil",Diversified
1905.00,Philippe Ginestet & family,1.5,69,France,Retail stores,Fashion & Retail
1905.00,Ke Xiping & family,1.5,62,China,Investments,Diversified
1905.00,Lu Zhongfang,1.5,80,China,Education,Automotive
1905.00,David Penaloza Alanis,1.5,49,Mexico,Toll roads,Construction & Engineering
1905.00,Terry Snow,1.5,79,Australia,"Airports, real estate",Real Estate
1905.00,Xiong Wu,1.5,47,China,Software,Technology
1905.00,Angela Bennett,1.5,79,Australia,Mining,Metals & Mining
1905.00,Alan Gerry,1.5,94,United States,Cable television,Media & Entertainment
1905.00,Ramesh Juneja,1.5,67,India,Pharmaceuticals,Healthcare
1905.00,Liu Xiucai & family,1.5,66,United States,Chemicals,Manufacturing
1905.00,Nelson Peltz,1.5,80,United States,Investments,Finance & Investments
1905.00,Frank Slootman,1.5,64,United States,Software,Technology
1905.00,Gordon Wu,1.5,87,Hong Kong,Real estate,Real Estate
1905.00,Barbara Benetton,1.5,53,Italy,"Fashion retail, investments",Fashion & Retail
1905.00,Fu Mingkang & family,1.5,60,China,Manufacturing,Manufacturing
1905.00,Rajeev Juneja,1.5,57,India,Phamaceuticals,Healthcare
1905.00,Scott Lin,1.5,90,Taiwan,Optical components,Technology
1905.00,George Pastor,1.5,N/A,Peru,Finance,Finance & Investments
1905.00,Basudeo Singh,1.5,82,India,Pharmaceuticals,Healthcare
1905.00,Farris Wilks,1.5,71,United States,Natural gas,Energy
1905.00,Mori Arkin,1.5,70,Israel,Pharmaceuticals,Healthcare
1905.00,Egon Durban,1.5,49,United States,Private equity,Finance & Investments
1905.00,Stephen Jarislowsky,1.5,97,Canada,Money management,Finance & Investments
1905.00,Li Shui-po,1.5,66,Taiwan,Stainless steel products,Manufacturing
1905.00,Anne Marie See Pastor,1.5,N/A,Peru,Finance,Finance & Investments
1905.00,Leonid Simanovsky,1.5,73,Russia,Investments,Finance & Investments
1905.00,Weng Xianding,1.5,61,China,Medical devices,Healthcare
1905.00,Patricia Angelini Rossi,1.5,68,Chile,"Forestry, mining",Diversified
1905.00,Mohammed Dewji,1.5,47,Tanzania,Diversified,Diversified
1905.00,Peter Jackson,1.5,61,New Zealand,"Movies, digital effects",Media & Entertainment
1905.00,Li Rucheng,1.5,71,China,Apparel,Fashion & Retail
1905.00,Rubens Ometto Silveira Mello,1.5,73,Brazil,"Sugar, ethanol",Energy
1905.00,Ron Sim,1.5,64,Singapore,Retail,Fashion & Retail
1905.00,Wang Junmin,1.5,54,China,Pharmaceuticals,Healthcare
1905.00,Katharina Andresen,1.5,27,Norway,Investments,Diversified
1905.00,Bharat Desai,1.5,70,United States,IT consulting,Technology
1905.00,Archie Hwang,1.5,70,Taiwan,Semiconductors,Technology
1905.00,Li Jiaquan,1.5,59,China,Chemicals,Manufacturing
